gene_name	mean_length	median_length	max_length	gene_synonyms
LOC339685	4362.0	4362.0	4362	
LINC01644	984.0	984.0	984	LL22NC03-75H12.2
LINC00898	4185.0	4185.0	4185	
LOC284930	1815.0	1815.0	1815	
LOC107985536	1306.0	1306.0	1306	
LOC107985581	604.0	604.0	604	
MIR3201	34.5	34.5	52	
LOC105373080	1337.0	1337.0	1365	
LOC105373081	1537.0	1537.0	1537	
TAFA5	2564.0	2564.0	2604	FAM19A5,QLLK5208,TAFA-5,UNQ5208
LOC284933	1408.0	1408.0	1408	
LOC105373083	2548.0	2548.0	2548	
MIR4535	38.0	38.0	59	
LINC01310	4015.0	4015.0	4015	WI2-81516E3.1
LOC105373085	4091.2	4043.0	4588	
LOC105373086	1550.0	1550.0	1550	
RPL35P8	454.0	454.0	454	RPL35_6_1759
C22orf34	6369.25	2363.0	19010	
LOC105373087	1437.0	1437.0	2085	
LOC105373089	1899.0	1899.0	1899	
MIR3667	39.333333333333336	22.0	74	
RN7SKP252	327.0	327.0	327	
RPL5P35	1487.0	1487.0	1487	RPL5_16_1760
BRD1	5305.2	4610.0	8741	BRL,BRPF1,BRPF2
LOC100420885	1836.0	1836.0	1836	
LOC105377205	2542.6666666666665	2787.0	2906	
LOC105373091	1480.0	1480.0	1480	
ZBED4	7445.0	7445.0	7997	
ALG12	2522.75	1680.0	5330	CDG1G,ECM39,hALG12,PP14673
CRELD2	1463.6666666666667	1428.0	2135	
LOC107985553	1583.0	1583.0	1583	
PIM3	2102.0	2102.0	2102	pim-3
MIR6821	39.333333333333336	23.0	74	hsa-mir-6821
IL17REL	6081.5	6458.0	6507	
TTLL8	2854.7	2646.5	3978	
MLC1	3240.5	3493.5	3960	LVM,MLC,VL
MOV10L1	3528.15	3912.5	5181	CHAMP,DJ402G11.8
PANX2	3012.3333333333335	3018.0	3052	hPANX2,PX2
TRABD	2034.391304347826	1854.0	2431	LP6054,PP2447
SELENOO	2283.0	2283.0	2283	SELO
LOC105373095	5662.0	5662.0	5662	
TUBGCP6	5753.8	6066.0	6130	GCP-6,GCP6,MCCRP,MCCRP1,MCPHCR
HDAC10	2537.0	2537.0	2567	HD10
MAPK12	1826.5	1826.5	1875	ERK-6,ERK3,ERK6,MAPK 12,P38GAMMA,PRKM12,SAPK-3,SAPK3
MAPK11	1959.5	1959.5	2418	p38-2,P38B,p38Beta,P38BETA2,PRKM11,SAPK2,SAPK2B
PLXNB2	6498.444444444444	6409.0	7157	dJ402G11.3,MM1,Nbla00445,PLEXB2
DENND6B	3366.153846153846	2222.0	5114	AFI1B,FAM116B
LOC105373096	1381.0	1546.0	1636	
PPP6R2	4020.5	4065.5	4441	KIAA0685,PP6R2,SAP190,SAPS2
RN7SL500P	287.0	287.0	287	
MIR12114	51.0	51.0	83	
LOC107985556	2450.0	2450.0	2450	
SBF1	6700.166666666667	6093.0	8019	CMT4B3,DENND7A,MTMR5
ADM2	4249.5	4249.5	4286	AM2,dJ579N16.4
MIOX	2374.25	2455.5	3549	ALDRL6
LMF2	2668.5714285714284	2594.0	3043	TMEM112B,TMEM153
NCAPH2	2480.375	2153.5	3431	CAPH2
SCO2	1016.0	1011.0	1051	CEMCOX1,ECGF1,Gliostatin,MYP6,PD-ECGF,SCO1L,TdRPase,TP,TYMP
TYMP	1664.4	1674.0	1770	ECGF,ECGF1,hPD-ECGF,MEDPS1,MNGIE,MTDPS1,PDECGF,TP
ODF3B	970.0	970.0	970	ODF3L3
LOC102724608	513.0	513.0	513	
LOC105373098	951.5	951.5	1266	
KLHDC7B	5125.0	5125.0	5125	
SYCE3	571.5	571.5	681	C22orf41,THEG2
LOC107985568	1067.0	1067.0	1067	
CHKB-CPT1B	4276.0	4276.0	4276	CHKL-CPT1B,CPT1-M,CPT1B,CPTI-M
CPT1B	2688.5	2634.5	2879	CPT1-M,CPT1M,CPTI,CPTI-M,M-CPT1,MCCPT1,MCPT1
CHKB	1629.0	1629.0	1629	CHETK,CHKL,CK,CKB,CKEKB,EK,EKB,MDCMC
CHKB-DT	658.5	658.5	685	CHKB-AS1
MAPK8IP2	5637.75	5643.0	5700	IB-2,IB2,JIP2,PRKM8IPL
ARSA	3345.777777777778	3904.0	4294	ASA,MLD
SHANK3	7306.0	7306.0	7306	DEL22q13.3,PROSAP2,PSAP2,SCZD15,SPANK-2
RNU6-409P	104.0	104.0	104	
LOC105373100	2056.0	2056.0	2056	
ACR	1430.0	1430.0	1430	
LOC150417	1015.0	1015.0	1015	
RPL23AP82	1484.0	1484.0	1520	RPL23A_43_1761
RABL2B	2369.1875	2393.5	2654	
LOC107987388	2089.0	1920.0	2447	
LOC102724151	2204.6666666666665	2152.0	2507	
LOC102724563	1935.0	1935.0	1935	
LOC102724197	2297.1428571428573	2552.5	2710	
LOC105379548	1204.0	1204.0	1204	
LOC107987389	1378.5	1378.5	1404	
LOC105369189	2334.0	2334.0	2334	
LOC107987390	177.5	177.5	224	
LOC107987392	1042.0	1042.0	1042	
RNA45SN4	13373.0	13373.0	13373	RNA45S5
RNA18SN4	1869.0	1869.0	1869	RN18S1,RNA18S5
RNA5-8SN4	156.0	156.0	156	RN5-8S1,RNA5-8S5
RNA28SN4	5077.0	5077.0	5077	RN28S1,RNA28S5
LOC105379549	623.0	623.0	623	
LOC107987393	342.0	342.0	342	
LOC102724621	2343.0	2343.0	2343	
RNA18SP4	1869.0	1869.0	1869	
RNA5-8SP9	156.0	156.0	156	
LOC102724823	2220.0	2220.0	2220	
LOC102724865	2522.0	2522.0	2522	
LOC102724728	1882.0	1882.0	1882	
LOC107984149	1713.4	1954.0	2330	
LOC102724751	967.0	967.0	1197	
LOC105379550	1541.0	1541.0	1541	
LOC107987394	1748.0	1748.0	1748	
LOC105379551	1504.0	1504.0	1504	
LOC102724770	1194.0	1194.0	1271	
LOC102724788	2459.75	2361.0	3246	
PLCXD1	3827.6666666666665	5053.0	5318	LL0XNC01-136G2.1
GTPBP6	2674.0	2910.0	3205	PGPL
LINC00685	1860.0	1860.0	2188	CXYorf10,NCRNA00107,PPP2R3B-AS1
PPP2R3B	1890.5	1782.0	2879	NYREN8,PPP2R3L,PPP2R3LY,PR48,PR70
LOC102724521	1550.5	1550.5	1922	
FABP5P13	361.0	361.0	361	FABP5L13
KRT18P53	117.0	117.0	117	
SHOX	2854.0	2854.0	3757	GCFX,PHOG,SHOXY,SS
RPL14P5	381.0	381.0	381	
LOC100418703	1377.0	1377.0	1377	
CRLF2	1490.0	1538.0	1717	CRL2,CRLF2Y,TSLPR
LOC107985697	1332.0	1332.0	1332	
CSF2RA	1704.0	1633.0	2285	alphaGMR,CD116,CDw116,CSF2R,CSF2RAX,CSF2RAY,CSF2RX,CSF2RY,GM-CSF-R-alpha,GMCSFR,GMR,SMDP4
LOC112268304	1493.0	1493.0	1493	
MIR3690	49.0	49.0	75	hsa-mir-3690-1,hsa-mir-3690-2,mir-3690-1,mir-3690-2,MIR3690-1,MIR3690-2
RNA5SP498	120.0	120.0	120	RN5S498
IL3RA	1609.6	1541.0	1748	CD123,hIL-3Ra,IL3R,IL3RAY,IL3RX,IL3RY
LOC101928032	1332.0	1332.0	1332	
LOC101928055	1065.6	1088.0	1294	
SLC25A6	1451.0	1451.0	1451	AAC3,ANT,ANT 2,ANT 3,ANT3,ANT3Y
LOC105373102	1297.0	1297.0	1344	
LINC00106	380.0	380.0	380	CXYorf8,NCRNA00106
ASMTL-AS1	2054.0	2054.0	2319	ASMTL-AS,ASMTLAS,CXYorf2,NCRNA00105
ASMTL	2030.1666666666667	2032.5	2239	ASMTLX,ASMTLY,ASTML
P2RY8	4466.4	4348.0	4744	P2Y8
AKAP17A	3234.0	3234.0	3269	721P,AKAP-17A,CCDC133,CXYorf3,DXYS155E,PRKA17A,SFRS17A,XE7,XE7Y
ASMT	1231.6666666666667	1330.0	1334	ASMTY,HIOMT,HIOMTY
LOC107985706	1696.0	1696.0	1696	
LOC107985637	417.0	417.0	417	
LOC105373105	1046.2857142857142	1078.0	1518	
LOC105379414	753.0	753.0	753	
LOC105379413	1583.5	1570.0	1652	
LOC107985677	825.0	825.0	1191	
DHRSX	2579.0	2579.0	2579	CXorf11,DHRS5X,DHRS5Y,DHRSXY,DHRSY,SDR46C1,SDR7C6
ZBED1	4527.0	4498.0	4588	ALTE,DREF,hDREF,TRAMP
LOC101928092	1680.8	1682.0	1959	
MIR6089	44.0	44.0	64	hsa-mir-6089-1,hsa-mir-6089-2,MIR6089-1,MIR6089-2
CD99P1	2014.0	2014.0	2915	CD99L1,CXYorf12,MIC2R,NCRNA00103
LINC00102	1337.0	1337.0	1337	NCRNA00102
CD99	1465.4285714285713	1126.0	3622	HBA71,MIC2,MIC2X,MIC2Y,MSK5X
XG	3348.6666666666665	3306.0	3865	PBDX
GYG2	3221.090909090909	3233.0	3502	GN-2,GN2
ARSD	4472.0	5080.5	5503	ASD
ARSD-AS1	857.0	857.0	857	
ARSL	2006.3333333333333	1925.0	2506	ARSE,ASE,CDPX,CDPX1,CDPXR
ARSH	2482.0	2482.0	2482	sulfatase
ARSF	1844.75	1972.5	2165	ASF
RN7SL578P	283.0	283.0	283	
LINC01546	674.0	674.0	674	CXorf28
MXRA5	9804.0	9804.0	9804	
ASS1P4	1562.0	1562.0	1562	ASSP4
SNORA48B	135.0	135.0	135	
RNU6-114P	105.0	105.0	105	
PRKX	6102.0	6102.0	6102	PKX1
RNU6-146P	108.0	108.0	108	
PRKX-AS1	516.0	516.0	516	
LOC100128355	524.0	524.0	524	
LOC389906	1791.0	1791.0	1791	
TRI-GAT1-1	74.0	74.0	74	
FAM239A	4732.0	4732.0	4986	
TRI-GAT1-2	74.0	74.0	74	
FAM239B	4580.0	4580.0	5849	
TRI-GAT1-3	74.0	74.0	74	
FAM239C	1994.0	1994.0	2445	
RPL24P9	590.0	590.0	590	
LOC101928201	1184.0	1184.0	1184	
MTND6P12	522.0	522.0	522	
MTCYBP12	1134.0	1134.0	1134	
LOC347381	2000.0	2000.0	2000	
LOC100287928	1671.0	1671.0	1671	
LOC101928228	909.0	909.0	909	
NLGN4X	5880.923076923077	5869.0	6165	ASPGX2,AUTSX2,HLNX,HNL4X,NLGN4
LOC105373156	3934.0	3934.0	3934	
MIR4770	38.0	38.0	58	
RPS5P8	727.0	727.0	727	RPS5_5_1762
VCX3A	995.0	995.0	995	VCX-8r,VCX-A,VCX3,VCX8R,VCXA
PUDP	1740.8	1974.0	2172	DXF68S1E,FAM16AX,GS1,HDHD1,HDHD1A
RPS27AP17	693.0	693.0	693	RPS27A_9_1763
LOC107987331	1558.0	1558.0	1558	
STS	6480.5	6482.0	6732	ARSC,ARSC1,ASC,ES,SSDD,XLI
MIR4767	50.5	50.5	78	mir-4767
VCX	872.0	872.0	967	VCX-10r,VCX-B1,VCX1,VCX10R,VCXB1
PNPLA4	3042.25	3047.0	3516	DXS1283E,GS2,iPLA2eta
LOC107985675	3236.0	2593.0	7440	
MIR651	47.0	22.0	97	hsa-mir-651,mir-651,MIRN651
VCX2	815.0	815.0	815	VCX-2r,VCX2R,VCXB
LOC107985676	667.0	667.0	667	
VCX3B	1175.0	1175.0	1175	VCX-C,VCXC
LOC107985716	2253.0	2253.0	2253	
LOC107985715	918.0	918.0	1047	
ANOS1	3987.5	3987.5	6265	ADMLX,HH1,HHA,KAL,KAL1,KALIG-1,KMS,WFDC19
DRAXINP1	1216.0	1216.0	1216	
FAM9A	1531.5	1531.5	1544	TEX39A
LOC100128808	799.0	799.0	799	
LOC105373125	1716.0	1716.0	1817	
LOC392426	2284.0	2284.0	2284	
FAM9B	1497.3333333333333	1195.0	2103	TEX39B
RNA5SP499	119.0	119.0	119	RN5S499
BRK1P1	535.0	535.0	535	
LOC442443	13336.0	13336.0	13336	
LOC107985634	6898.5	6898.5	6948	
TBL1X	5612.75	5591.0	5818	EBI,SMAP55,TBL1
GPR143	1393.25	1327.5	1645	NYS6,OA1
LOC105373126	307.0	307.0	307	
SHROOM2	5417.875	4843.5	7494	APXL,HSAPXL
LOC107985658	2963.0	2963.0	2963	
EIF5P1	1631.0	1631.0	1631	
HMGN1P33	451.0	451.0	451	
CLDN34	995.0	995.0	995	
WWC3	6454.0	6454.0	6454	BM042
CLCN4	6646.5	6646.5	6759	ClC-4,ClC-4A,CLC4,MRX15,MRX49,MRXSRC
MID1	4505.7	6208.0	6492	BBBG1,FXY,GBBB1,MIDIN,OGS1,OS,OSX,RNF59,TRIM18,XPRF,ZNFXY
RNU6-800P	103.0	103.0	103	
HCCS	2937.25	2283.0	4966	CCHL,LSDMCA1,MCOPS7,MLS
ARHGAP6	4519.8	3963.0	5522	RHOGAP6,RHOGAPX-1
LOC107985627	5018.0	5018.0	5018	
AMELX	2322.0	814.0	6915	AI1E,AIH1,ALGN,AMG,AMGL,AMGX
MIR548AX	47.5	47.5	73	
LOC100422628	1964.0	1964.0	1964	
LOC139952	1368.0	1368.0	1368	
LOC105373131	1284.0	1284.0	1284	
MSL3	2541.0	2303.0	3524	MSL3L1
FRMPD4	8289.153846153846	8350.0	8555	MRX104,PDZD10,PDZK10
RPL17P49	208.0	208.0	208	RPL17_20_1764
RN7SKP290	195.0	195.0	195	
PRPS2	2535.5	2535.5	2540	PRSII
PSMA6P2	1186.0	1186.0	1186	
MRPL35P4	517.0	517.0	517	
TLR7	5003.0	5003.0	5003	TLR7-like
TLR8-AS1	1589.0	1589.0	1589	GS1-324M7.6
TLR8	4351.25	4342.5	4504	CD288
TMSB4X	622.0	622.0	622	FX,PTMB4,TB4X,TMSB4
FAM9C	2877.75	3393.5	3647	TEX39C
LOC105373133	1681.0	1681.0	1681	
LOC105373134	3111.0	3111.0	3111	
LINC02154	1421.0	1421.0	1421	
LOC107985701	738.0	738.0	738	
GS1-600G8.3	2249.0	2249.0	2249	
ATXN3L	1753.0	1753.0	1753	MJDL
LINC01203	580.0	580.0	580	
LOC105373137	1264.0	1264.0	1264	
GPX1P1	863.0	863.0	863	GPXL1,GPXL2,GPXP1
EGFL6	2404.5	2404.5	2406	MAEG,W80
RPL30P15	431.0	431.0	431	RPL30_7_1765
MIR6086	37.5	37.5	55	hsa-mir-6086
RN7SKP20	236.0	236.0	236	
LOC107985657	2394.0	2394.0	2394	
TCEANC	3173.4285714285716	3166.0	3283	
LOC107985656	2157.0	2157.0	2465	
RAB9A	1653.5	1653.5	2034	RAB9
TRAPPC2	2821.2	2836.0	2927	hYP38334,MIP2A,SEDL,SEDT,TRAPPC2P1,TRS20,ZNF547L
OFD1	4144.0	3641.0	8752	71-7A,CXorf5,JBTS10,RP23,SGBS2
GPM6B	3939.0	3840.5	4995	M6B
LOC105373138	3142.0	3142.0	3142	
GEMIN8	3220.846153846154	3065.0	5608	FAM51A1
UBE2E4P	1159.0	1159.0	1159	UbcM2
GLRA2	2477.4545454545455	2351.0	3208	GLR
LOC107985686	13572.0	13572.0	13572	
FANCB	3745.9	4505.0	4948	FA2,FAAP90,FAAP95,FAB,FACB
NPM1P9	1180.0	1180.0	1180	
MOSPD2	3223.3333333333335	3173.0	4183	
TPT1P14	1015.0	1015.0	1015	
RPL35AP37	332.0	332.0	332	RPL35A_16_1766
LOC102724092	791.0	791.0	791	
ASB9	1732.0	1701.5	1949	
ASB11	2789.6666666666665	2790.0	2815	
PIGA	3428.0	3252.0	4445	GPI3,MCAHS2,PIG-A,PNH1
PIR-FIGF	2582.0	2582.0	2582	
VEGFD	2069.0	2069.0	2069	FIGF,VEGF-D
PIR	1418.5	1418.5	1563	
ACE2	3190.6	3324.0	3596	ACEH
BMX	2328.5	2525.5	2543	ETK,PSCTK2,PSCTK3
HNRNPDLP5	114.0	114.0	114	
GS1-594A7.3	574.0	574.0	574	
CLTRN	1425.5	1403.0	1544	NX-17,NX17,TMEM27
PTMAP14	749.0	749.0	749	
CA5BP1	1313.0	1308.0	1458	CA5BL,CA5BP,PRO2325
CA5BP1-CA5B	5311.5	5311.5	8116	
CA5B	6837.0	6837.0	6837	CA-VB,CAVB
INE2	1874.0	1874.0	1874	NCRNA00011
ZRSR2	3713.0	3986.5	4135	U2AF1-RS2,U2AF1L2,U2AF1RS2,URP,ZC3H22
AP1S2	2557.0	2143.0	4018	DC22,MRX59,MRXS21,MRXS5,MRXSF,PGS,SIGMA1B
RNU5F-7P	115.0	115.0	115	
SETP15	373.0	373.0	373	
GRPR	2417.0	2417.0	2417	BB2,BB2R
MAGEB17	1972.5	1972.5	2511	
RPL6P30	909.0	909.0	909	RPL6_11_1767
LOC100132857	1202.0	1202.0	1202	
RN7SL658P	303.0	303.0	303	
CTPS2	3914.5555555555557	3887.0	4323	
MIR548AM	39.333333333333336	22.0	74	
S100G	690.5	690.5	926	CABP,CABP1,CABP9K,CALB3
SYAP1	6134.0	6134.0	6153	BSTA,PRO3113
RNU7-56P	59.0	59.0	59	U7.56
TXLNG	4943.142857142857	4482.0	7374	CXorf15,ELRG,FIAT,LSR5,TXLNGX
RBBP7	2303.5	2303.5	2326	RbAp46
RNU4-6P	204.0	204.0	204	RNU4P6,U4,U4/8
LOC100129483	1162.0	1162.0	1162	
REPS2	4356.823529411765	2606.0	7978	POB1
CBX1P2	2149.0	2149.0	2149	
HMGN2P45	558.0	558.0	558	
CBX1P4	2202.0	2202.0	2202	
NHS	8475.8	8373.0	9044	CTRCT40,CXN,SCML1
MIR4768	38.666666666666664	22.0	74	
LOC101928389	1554.0	1554.0	1554	
NHS-AS1	383.0	383.0	383	
LOC105373142	2587.0	2587.0	2587	
SCML1	5234.2	2906.5	8925	
LOC107985630	1722.0	1722.0	1722	
RAI2	2402.6363636363635	2420.0	2607	
LOC100419783	2565.0	2565.0	2565	
LOC100533712	801.0	801.0	801	
LINC01456	732.0	732.0	732	
BEND2	3291.2	2960.0	4614	CXorf20
SCML2	3262.5714285714284	3103.0	4162	
TMSB10P2	343.0	343.0	343	
CDKL5	7143.333333333333	3431.0	14572	CFAP247,EIEE2,ISSX,STK9
GJA6P	924.0	924.0	924	
RS1	3031.0	3031.0	3031	RS,XLRS1
TRV-TAC1-2	73.0	73.0	73	
PPEF1	2841.0	2831.0	3015	PP7,PPEF,PPP7C,PPP7CA
PPEF1-AS1	492.0	492.0	492	
LOC100130035	3863.0	3863.0	3863	
HAUS1P2	1379.0	1379.0	1379	
PHKA2-AS1	1296.0	1296.0	1296	
PHKA2	4724.916666666667	4738.5	7023	GSD9A,PHK,PYK,PYKL,XLG,XLG2
RN7SL48P	293.0	293.0	293	
LOC101928415	1696.0	1308.5	3127	
ADGRG2	4724.416666666667	4675.5	5406	CBAVDX,EDDM6,GPR64,HE6,TM7LN2
PDHA1	3004.8	3349.0	3486	PDHA,PDHAD,PDHCE1A,PHE1A
MAP3K15	4513.4	4383.0	5372	ASK3,bA723P2.3
EIF5P2	805.0	805.0	805	
SH3KBP1	3854.2272727272725	4335.5	4803	AGMX2,CD2BP3,CIN85,GIG10,HSB-1,HSB1,IMD61,MIG18
BCLAF3	5901.190476190476	6715.0	7138	CXorf23
LOC729609	628.0	628.0	628	
MAP7D2	4022.4285714285716	3997.0	4440	
MIR23C	61.0	61.0	100	hsa-mir-23c,mir-23c
EIF1AX	4414.0	4414.0	4414	eIF-1A,eIF-4C,EIF1A,EIF1AP1,EIF4C
SCARNA9L	348.0	348.0	348	
EIF1AX-AS1	378.0	378.0	378	
RPS6KA3	7578.473684210527	7766.0	7987	CLS,HU-3,ISPK-1,MAPKAPK1B,MRX19,p90-RSK2,pp90RSK2,RSK,RSK2,S6K-alpha3
RN7SKP183	324.0	324.0	324	
LOC105373146	384.5	384.5	450	
RNU6-133P	107.0	107.0	107	
CNKSR2	6587.636363636364	6933.0	7428	CNK2,KSR2,MAGUIN,MRXSHG
RARRES2P3	473.0	473.0	473	
KLHL34	3641.0	3641.0	3641	
SMPX	936.0	936.0	987	DFN6,DFNX4
MBTPS2	4446.0	4446.0	4446	BRESEK,IFAP,KFSD,KFSDX,OI19,OLMSX,S2P
YY2	2754.0	2754.0	2754	ZNF631
LOC100418871	659.0	659.0	659	
SMS	1762.25	1747.5	1905	MRSR,SPMSY,SpS,SRS
PHEX	5658.285714285715	5706.0	6444	HPDR,HPDR1,HYP,HYP1,LXHR,PEX,XLH
PHEX-AS1	1907.0	1907.0	1907	
PTCHD1-AS	3772.0	3772.0	3772	DDX53-AS1,PTCHD1AS1,PTCHD1AS2
CBLL2	1549.0	1549.0	1549	CT138,HAKAIL,ZNF645
METTL15P3	1515.0	1515.0	1515	
RNU6-266P	107.0	107.0	107	
DDX53	3630.0	3630.0	3630	CAGE,CT26
FAM3C2	1827.0	1827.0	1827	
PDCL2P1	393.0	393.0	393	
PTCHD1	12916.5	12916.5	12950	AUTSX4
LOC100217367	660.0	660.0	660	
PRDX4	956.0	956.0	956	AOE37-2,AOE372,HEL-S-97n,PRX-4
ACOT9	4267.333333333333	4291.0	4318	ACATE2,CGI-16,MT-ACT48,MTACT48
LOC105373148	3191.714285714286	3341.0	3954	
SAT1	1583.0	1187.0	2485	DC21,KFSD,KFSDX,SAT,SSAT,SSAT-1
APOO	1142.625	1063.0	1450	FAM121B,Mic23,MIC26,MICOS26,My025
RPL9P7	703.0	703.0	703	RPL9L1,RPL9P1,RPL9_19_1768
CXorf58	1313.5	1428.5	1547	
KLHL15	6272.0	6272.0	6272	HEL-S-305
EIF2S3	3457.0	3457.0	3457	eIF-2gA,EIF2,EIF2G,EIF2gamma,MEHMO,MRXSBRK
ZFX-AS1	417.0	417.0	417	
ZFX	7499.642857142857	7497.5	8318	ZNF926
SUPT20HL2	5179.0	5179.0	5179	FAM48B1,FAM48B2
SUPT20HL1	5160.0	5160.0	5160	FAM48B1,SPT20L
RPS26P58	446.0	446.0	446	RPS26_33_1769
PDK3	7261.5	7261.5	12720	CMTX6,GS1-358P8.4
SNRPEP9	276.0	276.0	276	
PCYT1B	5420.5	5445.5	5558	CCTB,CTB
H2BP7	345.0	345.0	345	
PCYT1B-AS1	275.0	275.0	275	
LOC100288233	699.0	699.0	699	
POLA1	4826.888888888889	5184.0	5671	NSX,p180,POLA,VEODS
SCARNA23	130.0	130.0	130	ACA12
EEF1B2P3	764.0	764.0	764	EEF1B4
ARX	2893.0	2893.0	2893	CT121,EIEE1,ISSX,MRX29,MRX32,MRX33,MRX36,MRX38,MRX43,MRX54,MRX76,MRX87,MRXS1,PRTS
LOC139957	564.0	564.0	564	
RN7SL91P	291.0	291.0	291	
LOC441487	1207.0	1207.0	1207	
LOC107985652	576.0	576.0	576	
RPP40P1	396.0	396.0	396	
LOC389842	848.0	848.0	848	
LOC107985707	749.5	749.5	904	
MAGEB18	1812.0	1812.0	1812	
MAGEB6B	1888.0	1888.0	1888	MAGEB6P1
LOC100420245	647.0	647.0	647	
MAGEB6	1949.0	1949.0	1949	CT3.4,MAGE-B6,MAGEB6A
MAGEB5	1216.0	1216.0	1216	CT3.3,MAGE-B5
LOC100130052	957.0	957.0	957	
LOC100422209	777.0	777.0	777	
LOC100418721	8668.0	8668.0	8668	
LOC100421110	606.0	606.0	606	
VENTXP1	2716.0	2716.0	2716	CT18,NA88A,VENTX2P1
RPL7P58	661.0	661.0	661	
HMGA1P1	1780.0	1780.0	1780	HMGA1L1,HMGIYL1
RNU1-142P	145.0	145.0	145	
LOC105373150	1797.0	1797.0	2157	
LOC100128929	841.0	841.0	841	
PTP4A1P5	511.0	511.0	511	
PPP4R3C	3135.0	3135.0	3135	FLFL3P,PPP4R3CP,SMEK3P,smk1
DCAF8L2	3530.7272727272725	3632.0	3997	WDR42C
RDXP2	2713.0	2713.0	2713	
LOC100132076	1885.0	1885.0	1885	
MAGEB10	1953.0	1953.0	1953	
LOC100420323	1032.0	1032.0	1032	
LOC392435	480.0	480.0	480	
LOC392436	1163.0	1163.0	1163	
VKORC1P1	831.0	831.0	831	
LOC340569	437.0	437.0	437	
DCAF8L1	3458.0	3458.0	3458	WDR42B
LOC105373151	431.0	431.0	431	
LOC105373152	363.0	363.0	363	
MIR6134	64.0	64.0	109	hsa-mir-6134
IL1RAPL1	4695.333333333333	3615.0	6886	IL-1-RAPL-1,IL-1RAPL-1,IL1R8,IL1RAPL,IL1RAPL-1,MRX10,MRX21,MRX34,OPHN4,TIGIRR-2
H3P43	405.0	405.0	405	p54
RNA5SP500	119.0	119.0	119	RN5S500
MIR4666B	52.0	52.0	81	
PIGFP3	719.0	719.0	719	
LOC100420324	852.0	852.0	852	
LOC107985632	518.0	518.0	518	
MAGEB2	1629.5	1629.5	1652	CT3.2,DAM6,MAGE-XP-2
MAGEB3	2032.6666666666667	1911.0	2306	CT3.5
MAGEB4	2188.0	2188.0	2188	CT3.6
MAGEB1	1789.0	1782.0	1867	CT3.1,DAM10,MAGE-Xp,MAGEL1
PLCE1P1	506.0	506.0	506	
NR0B1	1813.0	1813.0	1813	AHC,AHCH,AHX,DAX-1,DAX1,DSS,GTD,HHG,NROB1,SRXY2
CXorf21	1792.0	1792.0	1792	
CKS1BP6	773.0	773.0	773	
FTLP2	873.0	873.0	873	FTLL2
GK	3791.0	3656.0	4579	GK1,GKD
LOC100418759	752.0	752.0	752	
TAB3	4405.2307692307695	3903.0	8254	MAP3K7IP3,NAP1
TAB3-AS1	294.0	294.0	294	CXorf29
FTHL17	809.0	809.0	809	CT38
DMD	9780.5	9822.5	14083	BMD,CMD3B,DXS142,DXS164,DXS206,DXS230,DXS239,DXS268,DXS269,DXS270,DXS272,MRX85
RNU6-894P	105.0	105.0	105	
RNA5SP501	112.0	112.0	112	RN5S501
NPM1P8	1170.0	1170.0	1170	
MIR3915	59.5	59.5	97	
MIR548F5	52.5	52.5	86	hsa-mir-548f-5,MIR548F-5,MIRN548F5
TBCAP1	608.0	608.0	608	
LOC646506	1200.0	1200.0	1200	
LOC105373153	2436.0	2436.0	2436	
FAM47A	2579.0	2579.0	2579	
FTH1P14	714.0	714.0	714	
LOC107985674	263.0	263.0	263	
LOC392439	716.0	716.0	716	
TMEM47	4040.0	4040.0	4040	BCMP1,TM4SF10,VAB-9
FAM47B	2120.0	2120.0	2120	
LOC392440	1008.0	1008.0	1008	
RNU6-1087P	101.0	101.0	101	
SIAH1P1	2634.0	2634.0	2634	SIAH1L
LOC100420325	909.0	909.0	909	
LOC100421602	2877.0	2877.0	2877	
LOC100128345	1475.0	1475.0	1475	
MAGEB16	1771.6666666666667	1741.0	1855	
CFAP47	6947.75	7119.5	9941	CHDC2,CXorf22,CXorf30,CXorf59
RNU6-641P	106.0	106.0	106	
HMGB1P16	929.0	929.0	929	
LOC101928627	1861.0	1861.0	1861	
RPS15AP40	459.0	459.0	459	RPS15A_26_1770
LOC105373155	1154.5	1154.5	1694	
H2AL1QP	304.0	304.0	304	
LOC105373154	1978.0	1978.0	1978	
LOC441488	2558.0	2558.0	2558	
LOC100422408	773.0	773.0	773	
FAM47C	3308.0	3308.0	3308	
FTHL18	918.0	918.0	918	FTH1P18
LOC442445	533.0	533.0	533	
MOB1AP2	353.0	353.0	353	MOBKL1BP2
PRRG1	3936.8	4491.0	4603	PRGP1
LOC100420326	806.0	806.0	806	
FTH1P19	764.0	764.0	764	FTHL19
FTH1P27	769.0	769.0	769	
FAM47DP	4329.0	4329.0	4329	
LANCL3	10009.666666666666	10123.0	10206	
XK	5791.5	5791.5	6409	KX,NA,NAC,X1k,XKR1
CYBB	4276.0	4276.0	4276	AMCBX2,CGD,GP91-1,GP91-PHOX,GP91PHOX,IMD34,NOX2,p91-PHOX
DYNLT3	2151.0	2151.0	2151	RP3,TCTE1L,TCTEX1L
RNU6-49P	106.0	106.0	106	RNU6-49
SYTL5	4989.0	4923.5	5377	slp5
SC4MOP	1135.0	1135.0	1135	DESP4P1
H2AP	536.0	536.0	536	CXorf27,HIP17,HYPM
H2AL1RP	667.0	667.0	667	
